comment_id,comment_message
1052265734834534_1060529280674846,b'90 minit'
1052819198112521_1052907944770313,b'Congrats to da team of Drs who all had done it suceessfully\xf0\x9f\x91\x8d\xe2\x9c\x8c'
1050627388331702_1058074277587013,"b'Revolutionary International web based mobile business \n\xe2\x9c\x85 work from home\n\xe2\x9c\x85 zero investment\n\xe2\x9c\x85 100% legal business\n\xe2\x9c\x85 100% pure income\n\xe2\x9c\x85 work on fb & whatsapp only\n\xe2\x9c\x85 work only 30 minutes a day\n\xe2\x9c\x85 instant withdrawal of earning\n\xe2\x9c\x85 earn monthly 15,000 to 50,000\n\xe2\x9c\x85 for this business you need only smartphone & Net\n\xe0\xa4\x95\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87 income \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa4\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88?\n\n1. Online Recharge \xe0\xa4\xb8\xe0\xa5\x87\n2. online \xe0\xa4\x9f\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\x9f \xe0\xa4\xac\xe0\xa5\x81\xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa5\x87\n3. online \xe0\xa4\xb6\xe0\xa5\x89\xe0\xa4\xaa\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa5\x87\n4. \xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xab\xe0\xa5\x87\xe0\xa4\xb0\xe0\xa4\xb2 \xe0\xa4\x87\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xae\n5. bonus \xe0\xa4\x87\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xae\n6. \xe0\xa4\x8f\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xaa \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x89\xe0\xa4\xb2 \xe0\xa4\xb8\xe0\xa5\x87\n\n\xe0\xa4\x87\xe0\xa4\xa4\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\x9c\xe0\xa4\xac \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa5\x80\xe0\xa4\xae \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xac \xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x95 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x87\xe0\xa4\xb8\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x89\xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb6\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x97\xe0\xa4\xbe upto seven levels below.\n\xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\xb8\xe0\xa5\x8b\xe0\xa4\x9a\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88, \xe0\xa4\xab\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa4\xbe\xe0\xa4\x87\xe0\xa4\xae \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x94\xe0\xa4\xb0 fb & \xe0\xa4\xb5\xe0\xa5\x8d\xe0\xa4\xb9\xe0\xa5\x85\xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa4\xaa \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x87\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\x88 \xe0\xa4\x97\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\n\nBusiness \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x81\xe0\xa4\x86\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87\xe2\x9e\x96\n1. Install  champcash app. From playstore\n2. sign up\n3. Refer id of sponsor- \n367465     \xe0\xa4\xa1\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa8\xe0\xa4\xbe.. \n4. In their some task which you must complete \n5. And start earning unlimited\n6.complete the challenge to start business. Install, open and register in the apps.\n\xf0\x9f\x91\x89  \xf0\x9f\x91\x87""Important""\xf0\x9f\x91\x87\n\xf0\x9f\x91\x89Refer id of sponsor : \n\n367465 \n\nyou remember this id after installing champcash app ok any queries so plz contact my whattsup number \n\n9988004775 \n\n.......\xf0\x9f\x87\xae\xf0\x9f\x87\xb3JAI HIND\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 .....'"
1050622678332173_1058074360920338,"b'Revolutionary International web based mobile business \n\xe2\x9c\x85 work from home\n\xe2\x9c\x85 zero investment\n\xe2\x9c\x85 100% legal business\n\xe2\x9c\x85 100% pure income\n\xe2\x9c\x85 work on fb & whatsapp only\n\xe2\x9c\x85 work only 30 minutes a day\n\xe2\x9c\x85 instant withdrawal of earning\n\xe2\x9c\x85 earn monthly 15,000 to 50,000\n\xe2\x9c\x85 for this business you need only smartphone & Net\n\xe0\xa4\x95\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87 income \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa4\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88?\n\n1. Online Recharge \xe0\xa4\xb8\xe0\xa5\x87\n2. online \xe0\xa4\x9f\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\x9f \xe0\xa4\xac\xe0\xa5\x81\xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa5\x87\n3. online \xe0\xa4\xb6\xe0\xa5\x89\xe0\xa4\xaa\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa5\x87\n4. \xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xab\xe0\xa5\x87\xe0\xa4\xb0\xe0\xa4\xb2 \xe0\xa4\x87\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xae\n5. bonus \xe0\xa4\x87\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xae\n6. \xe0\xa4\x8f\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xaa \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x89\xe0\xa4\xb2 \xe0\xa4\xb8\xe0\xa5\x87\n\n\xe0\xa4\x87\xe0\xa4\xa4\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\x9c\xe0\xa4\xac \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa5\x80\xe0\xa4\xae \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xac \xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x95 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x87\xe0\xa4\xb8\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x89\xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb6\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x97\xe0\xa4\xbe upto seven levels below.\n\xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\xb8\xe0\xa5\x8b\xe0\xa4\x9a\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88, \xe0\xa4\xab\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa4\xbe\xe0\xa4\x87\xe0\xa4\xae \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x94\xe0\xa4\xb0 fb & \xe0\xa4\xb5\xe0\xa5\x8d\xe0\xa4\xb9\xe0\xa5\x85\xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa4\xaa \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x87\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\x88 \xe0\xa4\x97\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\n\nBusiness \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x81\xe0\xa4\x86\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x88\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87\xe2\x9e\x96\n1. Install  champcash app. From playstore\n2. sign up\n3. Refer id of sponsor- \n367465     \xe0\xa4\xa1\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa8\xe0\xa4\xbe.. \n4. In their some task which you must complete \n5. And start earning unlimited\n6.complete the challenge to start business. Install, open and register in the apps.\n\xf0\x9f\x91\x89  \xf0\x9f\x91\x87""Important""\xf0\x9f\x91\x87\n\xf0\x9f\x91\x89Refer id of sponsor : \n\n367465 \n\nyou remember this id after installing champcash app ok any queries so plz contact my whattsup number \n\n9988004775 \n\n.......\xf0\x9f\x87\xae\xf0\x9f\x87\xb3JAI HIND\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 .....'"
1049659261761848_1049804991747275,b'nice'
1049659261761848_1049820905079017,b'I love sleeping......BUT..how to get rid of OVERSLEEPING..!!!'
1049659261761848_1049826185078489,b'Nice msg'
1049659261761848_1049829191744855,b'yeah i too love sleeping but im sleeping more'
1049659261761848_1050000458394395,b'Sleeping is very need for good health nd mind\nOtherwise we r not well mentally nd physically'
1049659261761848_1050088831718891,b'kya karen neend kum aati hai'
1047288741998900_1048782411849533,b'IT IS HEAVAN'
1047288741998900_1049165145144593,b'Drink lot of water'
1047288741998900_1050043515056756,b'do yoga everyday in morning'
